po_id,supplier_id,order_date,promised_date,actual_date,quantity,unit_price,defect_qty,spend,on_time,defect_rate
PO-0246,SUP-06,2025-07-04,2025-07-26,2025-07-26,311,123.71,0,38473.81,1,0.0
PO-0247,SUP-13,2025-11-05,2025-11-26,2025-11-25,263,114.45,5,30100.350000000002,1,0.019011406844106463
PO-0248,SUP-12,2025-08-01,2025-08-14,2025-08-14,271,88.17,4,23894.07,1,0.014760147601476014
PO-0249,SUP-14,2025-07-07,2025-07-14,2025-07-14,279,28.4,4,7923.599999999999,1,0.014336917562724014
PO-0250,SUP-02,2025-09-20,2025-09-27,2025-09-27,228,4.28,0,975.84,1,0.0
PO-0251,SUP-03,2025-10-19,2025-10-30,2025-10-30,96,90.57,2,8694.72,1,0.020833333333333332
PO-0252,SUP-04,2025-01-25,2025-02-02,2025-02-02,153,21.19,1,3242.07,1,0.006535947712418301
PO-0253,SUP-11,2025-12-16,2025-12-22,2025-12-22,18,113.08,0,2035.44,1,0.0
PO-0254,SUP-06,2025-05-30,2025-06-21,2025-06-21,188,7.22,1,1357.36,1,0.005319148936170213
PO-0255,SUP-13,2025-05-24,2025-06-14,2025-06-14,202,65.51,4,13233.02,1,0.019801980198019802
PO-0256,SUP-03,2025-09-14,2025-09-25,2025-09-23,250,43.99,5,10997.5,1,0.02
PO-0257,SUP-07,2025-01-07,2025-01-22,2025-01-22,155,43.7,1,6773.5,1,0.0064516129032258064
PO-0258,SUP-12,2025-06-01,2025-06-14,2025-06-14,221,107.14,3,23677.94,1,0.013574660633484163
PO-0259,SUP-04,2025-06-22,2025-06-30,2025-07-01,333,96.68,4,32194.440000000002,0,0.012012012012012012
PO-0260,SUP-05,2025-02-04,2025-02-18,2025-02-18,385,4.77,5,1836.4499999999998,1,0.012987012987012988
PO-0261,SUP-01,2025-01-22,2025-02-01,2025-01-30,311,55.54,3,17272.94,1,0.00964630225080386
PO-0262,SUP-09,2025-01-29,2025-02-22,2025-02-24,121,154.91,4,18744.11,0,0.03305785123966942
PO-0263,SUP-08,2025-05-09,2025-05-14,2025-05-14,359,133.54,6,47940.86,1,0.016713091922005572
PO-0264,SUP-10,2025-04-02,2025-04-12,2025-04-12,343,115.95,1,39770.85,1,0.0029154518950437317
PO-0265,SUP-15,2025-05-13,2025-05-31,2025-05-31,49,142.5,0,6982.5,1,0.0
PO-0266,SUP-05,2025-06-26,2025-07-10,2025-07-10,93,49.68,1,4620.24,1,0.010752688172043012
PO-0267,SUP-10,2025-04-10,2025-04-20,2025-04-20,135,67.56,0,9120.6,1,0.0
PO-0268,SUP-08,2025-09-14,2025-09-19,2025-09-19,321,13.61,6,4368.8099999999995,1,0.018691588785046728
PO-0269,SUP-13,2025-01-07,2025-01-28,2025-01-28,209,64.24,2,13426.159999999998,1,0.009569377990430622
PO-0270,SUP-02,2025-08-16,2025-08-23,2025-08-23,57,58.0,3,3306.0,1,0.05263157894736842
PO-0271,SUP-08,2025-01-20,2025-01-25,2025-01-25,101,141.93,1,14334.93,1,0.009900990099009901
PO-0272,SUP-02,2025-06-08,2025-06-15,2025-06-14,184,146.57,1,26968.879999999997,1,0.005434782608695652
PO-0273,SUP-03,2025-01-30,2025-02-10,2025-02-10,361,99.19,8,35807.59,1,0.0221606648199446
PO-0274,SUP-01,2025-07-14,2025-07-24,2025-07-24,112,71.35,4,7991.199999999999,1,0.03571428571428571
PO-0275,SUP-06,2025-10-11,2025-11-02,2025-11-02,281,14.55,3,4088.55,1,0.010676156583629894
PO-0276,SUP-11,2025-04-05,2025-04-11,2025-04-11,197,145.26,1,28616.219999999998,1,0.005076142131979695
PO-0277,SUP-15,2025-06-27,2025-07-15,2025-07-13,44,25.38,0,1116.72,1,0.0
PO-0278,SUP-05,2025-07-20,2025-08-03,2025-08-01,260,132.23,2,34379.799999999996,1,0.007692307692307693
PO-0279,SUP-11,2025-02-10,2025-02-16,2025-02-16,221,116.37,3,25717.77,1,0.013574660633484163
PO-0280,SUP-08,2025-12-13,2025-12-18,2025-12-21,370,84.65,6,31320.500000000004,0,0.016216216216216217
PO-0281,SUP-04,2025-04-07,2025-04-15,2025-04-13,387,118.39,10,45816.93,1,0.025839793281653745
PO-0282,SUP-10,2025-07-09,2025-07-19,2025-07-19,129,58.03,2,7485.87,1,0.015503875968992248
PO-0283,SUP-02,2025-07-29,2025-08-05,2025-08-04,61,61.91,2,3776.5099999999998,1,0.03278688524590164
PO-0284,SUP-07,2025-04-01,2025-04-16,2025-04-15,93,52.81,0,4911.33,1,0.0
PO-0285,SUP-14,2025-07-24,2025-07-31,2025-07-31,18,56.53,0,1017.54,1,0.0
PO-0286,SUP-09,2025-08-31,2025-09-24,2025-09-24,184,7.5,7,1380.0,1,0.03804347826086957
PO-0287,SUP-12,2025-04-03,2025-04-16,2025-04-18,23,5.4,0,124.2,0,0.0
PO-0288,SUP-12,2025-10-16,2025-10-29,2025-10-27,345,71.37,2,24622.65,1,0.005797101449275362
PO-0289,SUP-07,2025-05-28,2025-06-12,2025-06-12,315,7.62,5,2400.3,1,0.015873015873015872
PO-0290,SUP-07,2025-06-18,2025-07-03,2025-07-04,75,143.51,0,10763.25,0,0.0
PO-0291,SUP-11,2025-12-29,2026-01-04,2026-01-02,373,21.0,2,7833.0,1,0.005361930294906166
PO-0292,SUP-12,2025-04-30,2025-05-13,2025-05-12,224,135.0,6,30240.0,1,0.026785714285714284
PO-0293,SUP-07,2025-04-19,2025-05-04,2025-05-04,257,145.13,7,37298.409999999996,1,0.027237354085603113
PO-0294,SUP-11,2025-06-22,2025-06-28,2025-07-01,354,153.01,0,54165.53999999999,0,0.0
PO-0295,SUP-14,2025-05-03,2025-05-10,2025-05-10,66,159.08,2,10499.28,1,0.030303030303030304
PO-0296,SUP-01,2025-11-18,2025-11-28,2025-11-26,184,136.11,2,25044.24,1,0.010869565217391304
PO-0297,SUP-07,2025-06-23,2025-07-08,2025-07-08,181,38.64,2,6993.84,1,0.011049723756906077
PO-0298,SUP-08,2025-10-01,2025-10-06,2025-10-05,380,132.58,1,50380.4,1,0.002631578947368421
PO-0299,SUP-01,2025-12-06,2025-12-16,2025-12-16,380,55.88,2,21234.4,1,0.005263157894736842
PO-0300,SUP-06,2025-08-19,2025-09-10,2025-09-11,222,4.97,2,1103.34,0,0.009009009009009009
PO-0301,SUP-11,2025-06-01,2025-06-07,2025-06-07,299,74.41,6,22248.59,1,0.020066889632107024
PO-0302,SUP-06,2025-05-20,2025-06-11,2025-06-12,155,110.33,4,17101.15,0,0.025806451612903226
PO-0303,SUP-15,2025-06-24,2025-07-12,2025-07-12,280,25.48,2,7134.400000000001,1,0.007142857142857143
PO-0304,SUP-10,2025-10-05,2025-10-15,2025-10-17,27,122.41,0,3305.0699999999997,0,0.0
PO-0305,SUP-12,2025-09-09,2025-09-22,2025-09-23,384,84.03,2,32267.52,0,0.005208333333333333
PO-0306,SUP-07,2025-07-30,2025-08-14,2025-08-14,90,107.27,3,9654.3,1,0.03333333333333333
PO-0307,SUP-01,2025-07-06,2025-07-16,2025-07-17,349,43.05,3,15024.449999999999,0,0.008595988538681949
PO-0308,SUP-10,2025-08-31,2025-09-10,2025-09-10,234,23.61,4,5524.74,1,0.017094017094017096
PO-0309,SUP-02,2025-07-23,2025-07-30,2025-07-28,112,26.84,1,3006.08,1,0.008928571428571428
PO-0310,SUP-11,2025-04-09,2025-04-15,2025-04-15,13,21.12,0,274.56,1,0.0
PO-0311,SUP-13,2025-06-05,2025-06-26,2025-06-28,207,92.42,6,19130.94,0,0.028985507246376812
PO-0312,SUP-04,2025-02-24,2025-03-04,2025-03-03,236,104.34,9,24624.24,1,0.038135593220338986
PO-0313,SUP-01,2025-05-24,2025-06-03,2025-06-04,239,89.12,5,21299.68,0,0.02092050209205021
PO-0314,SUP-12,2025-01-23,2025-02-05,2025-02-05,262,41.92,4,10983.04,1,0.015267175572519083
PO-0315,SUP-12,2025-08-18,2025-08-31,2025-09-02,366,74.11,4,27124.26,0,0.01092896174863388
PO-0316,SUP-12,2025-11-14,2025-11-27,2025-11-27,207,35.23,1,7292.61,1,0.004830917874396135
PO-0317,SUP-02,2025-02-24,2025-03-03,2025-03-03,190,34.15,1,6488.5,1,0.005263157894736842
PO-0318,SUP-06,2025-08-20,2025-09-11,2025-09-10,226,136.7,5,30894.199999999997,1,0.022123893805309734
PO-0319,SUP-01,2025-05-08,2025-05-18,2025-05-17,346,151.43,2,52394.78,1,0.005780346820809248
PO-0320,SUP-09,2025-08-14,2025-09-07,2025-09-09,92,157.59,0,14498.28,0,0.0
PO-0321,SUP-04,2025-05-28,2025-06-05,2025-06-08,121,85.38,2,10330.98,0,0.01652892561983471
PO-0322,SUP-14,2025-09-16,2025-09-23,2025-09-22,137,11.01,2,1508.37,1,0.014598540145985401
PO-0323,SUP-07,2025-02-09,2025-02-24,2025-02-24,236,97.66,4,23047.76,1,0.01694915254237288
PO-0324,SUP-04,2025-04-06,2025-04-14,2025-04-14,186,56.86,5,10575.96,1,0.026881720430107527
PO-0325,SUP-04,2025-01-05,2025-01-13,2025-01-12,199,42.61,4,8479.39,1,0.020100502512562814
PO-0326,SUP-09,2025-06-13,2025-07-07,2025-07-08,68,110.29,0,7499.72,0,0.0
PO-0327,SUP-03,2025-12-29,2026-01-09,2026-01-09,110,143.15,3,15746.5,1,0.02727272727272727
PO-0328,SUP-04,2025-11-07,2025-11-15,2025-11-17,330,71.2,10,23496.0,0,0.030303030303030304
PO-0329,SUP-08,2025-12-25,2025-12-30,2025-12-30,384,88.42,7,33953.28,1,0.018229166666666668
PO-0330,SUP-11,2025-06-03,2025-06-09,2025-06-10,109,42.11,4,4589.99,0,0.03669724770642202
PO-0331,SUP-09,2025-12-18,2026-01-11,2026-01-11,311,100.93,5,31389.230000000003,1,0.01607717041800643
PO-0332,SUP-12,2025-11-13,2025-11-26,2025-11-26,194,85.36,3,16559.84,1,0.015463917525773196
PO-0333,SUP-12,2025-05-13,2025-05-26,2025-05-28,169,71.48,1,12080.12,0,0.005917159763313609
PO-0334,SUP-08,2025-07-08,2025-07-13,2025-07-13,333,71.08,5,23669.64,1,0.015015015015015015
PO-0335,SUP-09,2025-05-20,2025-06-13,2025-06-13,283,6.25,7,1768.75,1,0.024734982332155476
PO-0336,SUP-07,2025-04-07,2025-04-22,2025-04-22,35,96.8,0,3388.0,1,0.0
PO-0337,SUP-13,2025-07-07,2025-07-28,2025-07-29,75,103.48,1,7761.0,0,0.013333333333333334
PO-0338,SUP-14,2025-07-21,2025-07-28,2025-07-28,22,63.57,0,1398.54,1,0.0
PO-0339,SUP-03,2025-11-27,2025-12-08,2025-12-08,185,73.08,4,13519.8,1,0.021621621621621623
PO-0340,SUP-14,2025-11-19,2025-11-26,2025-11-28,305,76.48,4,23326.4,0,0.013114754098360656
PO-0341,SUP-04,2025-05-26,2025-06-03,2025-06-04,398,76.64,7,30502.72,0,0.017587939698492462
PO-0342,SUP-04,2025-07-04,2025-07-12,2025-07-12,388,57.89,9,22461.32,1,0.023195876288659795
PO-0343,SUP-08,2025-04-13,2025-04-18,2025-04-17,63,79.24,2,4992.12,1,0.031746031746031744
PO-0344,SUP-04,2025-06-15,2025-06-23,2025-06-22,324,139.81,9,45298.44,1,0.027777777777777776
PO-0345,SUP-01,2025-05-01,2025-05-11,2025-05-12,323,131.8,2,42571.4,0,0.006191950464396285
PO-0346,SUP-02,2025-04-14,2025-04-21,2025-04-21,16,114.96,1,1839.36,1,0.0625
PO-0347,SUP-13,2025-11-01,2025-11-22,2025-11-24,53,158.14,1,8381.42,0,0.018867924528301886
PO-0348,SUP-13,2025-08-07,2025-08-28,2025-08-28,385,34.54,4,13297.9,1,0.01038961038961039
PO-0349,SUP-02,2025-06-01,2025-06-08,2025-06-08,282,11.18,4,3152.7599999999998,1,0.014184397163120567
PO-0350,SUP-07,2025-01-01,2025-01-16,2025-01-16,216,44.21,1,9549.36,1,0.004629629629629629
PO-0351,SUP-03,2025-11-29,2025-12-10,2025-12-10,62,31.82,2,1972.84,1,0.03225806451612903
PO-0352,SUP-01,2025-10-10,2025-10-20,2025-10-20,252,152.24,1,38364.48,1,0.003968253968253968
PO-0353,SUP-13,2025-07-10,2025-07-31,2025-07-29,181,117.85,5,21330.85,1,0.027624309392265192
PO-0354,SUP-01,2025-05-02,2025-05-12,2025-05-12,164,16.86,2,2765.04,1,0.012195121951219513
PO-0355,SUP-06,2025-07-14,2025-08-05,2025-08-05,318,89.6,4,28492.8,1,0.012578616352201259
PO-0356,SUP-04,2025-07-30,2025-08-07,2025-08-07,73,69.74,4,5091.0199999999995,1,0.0547945205479452
PO-0357,SUP-09,2025-01-28,2025-02-21,2025-02-22,61,32.54,2,1984.94,0,0.03278688524590164
PO-0358,SUP-14,2025-01-20,2025-01-27,2025-01-27,112,99.07,5,11095.84,1,0.044642857142857144
PO-0359,SUP-03,2025-11-12,2025-11-23,2025-11-23,376,32.01,9,12035.759999999998,1,0.023936170212765957
PO-0360,SUP-13,2025-07-17,2025-08-07,2025-08-07,295,19.08,3,5628.599999999999,1,0.010169491525423728
PO-0361,SUP-04,2025-05-04,2025-05-12,2025-05-12,268,46.76,7,12531.68,1,0.026119402985074626
PO-0362,SUP-06,2025-08-06,2025-08-28,2025-08-28,282,93.15,5,26268.300000000003,1,0.01773049645390071
PO-0363,SUP-03,2025-03-06,2025-03-17,2025-03-17,13,115.67,0,1503.71,1,0.0
PO-0364,SUP-03,2025-05-20,2025-05-31,2025-05-31,121,121.41,0,14690.609999999999,1,0.0
PO-0365,SUP-05,2025-10-20,2025-11-03,2025-11-03,85,149.9,0,12741.5,1,0.0
PO-0366,SUP-10,2025-09-22,2025-10-02,2025-10-02,172,56.33,2,9688.76,1,0.011627906976744186
PO-0367,SUP-11,2025-12-02,2025-12-08,2025-12-08,163,103.47,2,16865.61,1,0.012269938650306749
PO-0368,SUP-12,2025-08-23,2025-09-05,2025-09-07,285,70.26,1,20024.100000000002,0,0.0035087719298245615
PO-0369,SUP-11,2025-05-03,2025-05-09,2025-05-09,126,52.88,1,6662.88,1,0.007936507936507936
PO-0370,SUP-07,2025-06-08,2025-06-23,2025-06-23,87,55.04,1,4788.48,1,0.011494252873563218
PO-0371,SUP-01,2025-12-10,2025-12-20,2025-12-19,31,48.87,0,1514.97,1,0.0
PO-0372,SUP-06,2025-10-29,2025-11-20,2025-11-20,259,27.52,2,7127.68,1,0.007722007722007722
PO-0373,SUP-02,2025-01-29,2025-02-05,2025-02-04,262,96.08,4,25172.96,1,0.015267175572519083
PO-0374,SUP-02,2025-09-13,2025-09-20,2025-09-20,197,78.52,5,15468.439999999999,1,0.025380710659898477
PO-0375,SUP-07,2025-10-15,2025-10-30,2025-10-30,71,25.71,0,1825.41,1,0.0
PO-0376,SUP-09,2025-11-19,2025-12-13,2025-12-16,171,29.15,6,4984.65,0,0.03508771929824561
PO-0377,SUP-06,2025-07-12,2025-08-03,2025-08-03,27,3.97,1,107.19000000000001,1,0.037037037037037035
PO-0378,SUP-02,2025-09-11,2025-09-18,2025-09-19,176,140.72,3,24766.72,0,0.017045454545454544
PO-0379,SUP-09,2025-12-11,2026-01-04,2026-01-04,28,51.23,1,1434.4399999999998,1,0.03571428571428571
PO-0380,SUP-11,2025-11-17,2025-11-23,2025-11-23,108,153.97,0,16628.76,1,0.0
PO-0381,SUP-05,2025-11-04,2025-11-18,2025-11-18,277,126.8,6,35123.6,1,0.021660649819494584
PO-0382,SUP-12,2025-05-31,2025-06-13,2025-06-13,232,4.45,3,1032.4,1,0.01293103448275862
PO-0383,SUP-11,2025-01-30,2025-02-05,2025-02-03,322,158.7,1,51101.399999999994,1,0.003105590062111801
PO-0384,SUP-01,2025-03-02,2025-03-12,2025-03-10,75,7.38,0,553.5,1,0.0
PO-0385,SUP-14,2025-11-20,2025-11-27,2025-12-01,36,115.79,0,4168.4400000000005,0,0.0
PO-0386,SUP-06,2025-10-02,2025-10-24,2025-10-23,239,29.35,3,7014.650000000001,1,0.012552301255230125
PO-0387,SUP-02,2025-11-24,2025-12-01,2025-11-30,278,91.07,6,25317.46,1,0.02158273381294964
PO-0388,SUP-14,2025-02-04,2025-02-11,2025-02-10,331,99.19,5,32831.89,1,0.015105740181268883
PO-0389,SUP-05,2025-04-20,2025-05-04,2025-05-04,130,10.46,2,1359.8000000000002,1,0.015384615384615385
PO-0390,SUP-11,2025-08-06,2025-08-12,2025-08-12,223,21.86,1,4874.78,1,0.004484304932735426
PO-0391,SUP-11,2025-06-22,2025-06-28,2025-06-28,100,117.31,1,11731.0,1,0.01
PO-0392,SUP-08,2025-01-27,2025-02-01,2025-02-01,236,109.76,3,25903.36,1,0.012711864406779662
PO-0393,SUP-03,2025-10-28,2025-11-08,2025-11-07,53,104.65,1,5546.450000000001,1,0.018867924528301886
PO-0394,SUP-02,2025-01-07,2025-01-14,2025-01-13,267,17.25,3,4605.75,1,0.011235955056179775
PO-0395,SUP-14,2025-01-07,2025-01-14,2025-01-14,111,116.57,1,12939.269999999999,1,0.009009009009009009
PO-0396,SUP-04,2025-11-12,2025-11-20,2025-11-21,190,150.79,2,28650.1,0,0.010526315789473684
PO-0397,SUP-13,2025-12-16,2026-01-06,2026-01-06,332,106.65,3,35407.8,1,0.009036144578313253
PO-0398,SUP-05,2025-09-24,2025-10-08,2025-10-10,250,46.06,3,11515.0,0,0.012
PO-0399,SUP-13,2025-11-09,2025-11-30,2025-12-01,309,101.34,8,31314.06,0,0.025889967637540454
PO-0400,SUP-09,2025-09-14,2025-10-08,2025-10-10,231,76.76,4,17731.56,0,0.017316017316017316
PO-0401,SUP-11,2025-08-26,2025-09-01,2025-09-03,287,69.07,4,19823.089999999997,0,0.013937282229965157
PO-0402,SUP-07,2025-01-14,2025-01-29,2025-01-29,28,129.79,0,3634.12,1,0.0
PO-0403,SUP-07,2025-01-18,2025-02-02,2025-02-02,392,68.82,7,26977.44,1,0.017857142857142856
PO-0404,SUP-06,2025-08-03,2025-08-25,2025-08-25,73,58.81,0,4293.13,1,0.0
PO-0405,SUP-13,2025-07-14,2025-08-04,2025-08-03,358,29.1,3,10417.800000000001,1,0.008379888268156424
PO-0406,SUP-10,2025-07-22,2025-08-01,2025-08-01,130,111.23,2,14459.9,1,0.015384615384615385
PO-0407,SUP-13,2025-02-17,2025-03-10,2025-03-10,330,46.13,5,15222.900000000001,1,0.015151515151515152
PO-0408,SUP-15,2025-11-25,2025-12-13,2025-12-13,57,111.21,0,6338.969999999999,1,0.0
PO-0409,SUP-11,2025-03-28,2025-04-03,2025-04-05,124,59.25,2,7347.0,0,0.016129032258064516
PO-0410,SUP-07,2025-07-04,2025-07-19,2025-07-20,184,124.31,2,22873.04,0,0.010869565217391304
PO-0411,SUP-14,2025-06-02,2025-06-09,2025-06-09,96,94.41,4,9063.36,1,0.041666666666666664
PO-0412,SUP-15,2025-08-30,2025-09-17,2025-09-19,388,47.76,2,18530.88,0,0.005154639175257732
PO-0413,SUP-08,2025-03-23,2025-03-28,2025-03-26,232,33.58,7,7790.5599999999995,1,0.03017241379310345
PO-0414,SUP-04,2025-04-19,2025-04-27,2025-04-27,145,79.37,2,11508.650000000001,1,0.013793103448275862
PO-0415,SUP-10,2025-05-14,2025-05-24,2025-05-25,239,138.94,3,33206.659999999996,0,0.012552301255230125
PO-0416,SUP-09,2025-01-10,2025-02-03,2025-02-04,346,69.61,5,24085.06,0,0.014450867052023121
PO-0417,SUP-04,2025-06-27,2025-07-05,2025-07-07,258,53.24,4,13735.92,0,0.015503875968992248
PO-0418,SUP-02,2025-03-20,2025-03-27,2025-03-28,41,43.54,2,1785.1399999999999,0,0.04878048780487805
PO-0419,SUP-09,2025-02-24,2025-03-20,2025-03-21,136,66.21,1,9004.56,0,0.007352941176470588
PO-0420,SUP-13,2025-02-03,2025-02-24,2025-02-26,212,122.35,3,25938.199999999997,0,0.014150943396226415
PO-0421,SUP-09,2025-08-20,2025-09-13,2025-09-13,374,44.19,6,16527.059999999998,1,0.016042780748663103
PO-0422,SUP-07,2025-07-11,2025-07-26,2025-07-29,221,23.94,2,5290.740000000001,0,0.00904977375565611
PO-0423,SUP-02,2025-03-11,2025-03-18,2025-03-18,282,153.35,3,43244.7,1,0.010638297872340425
PO-0424,SUP-09,2025-08-10,2025-09-03,2025-09-05,243,106.11,5,25784.73,0,0.0205761316872428
PO-0425,SUP-15,2025-02-12,2025-03-02,2025-03-02,195,23.42,1,4566.900000000001,1,0.005128205128205128
PO-0426,SUP-09,2025-12-30,2026-01-23,2026-01-25,261,98.24,2,25640.64,0,0.007662835249042145
PO-0427,SUP-09,2025-07-09,2025-08-02,2025-08-01,131,11.37,2,1489.4699999999998,1,0.015267175572519083
PO-0428,SUP-03,2025-10-27,2025-11-07,2025-11-07,295,149.27,5,44034.65,1,0.01694915254237288
PO-0429,SUP-08,2025-05-12,2025-05-17,2025-05-17,374,77.89,6,29130.86,1,0.016042780748663103
PO-0430,SUP-02,2025-06-27,2025-07-04,2025-07-05,372,130.57,5,48572.04,0,0.013440860215053764
PO-0431,SUP-13,2025-10-13,2025-11-03,2025-11-06,381,129.5,6,49339.5,0,0.015748031496062992
PO-0432,SUP-12,2025-05-19,2025-06-01,2025-06-01,125,35.12,1,4390.0,1,0.008
PO-0433,SUP-11,2025-11-10,2025-11-16,2025-11-16,190,125.4,5,23826.0,1,0.02631578947368421
PO-0434,SUP-07,2025-10-05,2025-10-20,2025-10-20,185,103.87,3,19215.95,1,0.016216216216216217
PO-0435,SUP-05,2025-10-07,2025-10-21,2025-10-21,16,81.71,1,1307.36,1,0.0625
PO-0436,SUP-07,2025-09-23,2025-10-08,2025-10-08,45,74.63,0,3358.35,1,0.0
PO-0437,SUP-12,2025-04-02,2025-04-15,2025-04-13,187,119.12,5,22275.440000000002,1,0.026737967914438502
PO-0438,SUP-06,2025-05-22,2025-06-13,2025-06-15,138,38.06,0,5252.280000000001,0,0.0
PO-0439,SUP-06,2025-01-24,2025-02-15,2025-02-15,257,150.86,6,38771.020000000004,1,0.023346303501945526
PO-0440,SUP-13,2025-09-06,2025-09-27,2025-09-28,60,114.59,0,6875.400000000001,0,0.0
PO-0441,SUP-11,2025-01-18,2025-01-24,2025-01-24,335,62.73,2,21014.55,1,0.005970149253731343
PO-0442,SUP-05,2025-01-20,2025-02-03,2025-02-03,191,36.42,2,6956.22,1,0.010471204188481676
PO-0443,SUP-07,2025-01-03,2025-01-18,2025-01-18,245,104.26,2,25543.7,1,0.00816326530612245
PO-0444,SUP-10,2025-10-15,2025-10-25,2025-10-25,296,132.59,1,39246.64,1,0.0033783783783783786
PO-0445,SUP-11,2025-10-31,2025-11-06,2025-11-06,394,47.11,7,18561.34,1,0.017766497461928935
PO-0446,SUP-02,2025-01-27,2025-02-03,2025-02-03,31,18.7,0,579.6999999999999,1,0.0
PO-0447,SUP-13,2025-02-05,2025-02-26,2025-02-27,47,101.69,1,4779.43,0,0.02127659574468085
PO-0448,SUP-08,2025-05-30,2025-06-04,2025-06-02,240,21.0,6,5040.0,1,0.025
PO-0449,SUP-01,2025-12-12,2025-12-22,2025-12-22,82,4.9,1,401.8,1,0.012195121951219513
PO-0450,SUP-14,2025-09-20,2025-09-27,2025-09-26,329,109.82,9,36130.78,1,0.02735562310030395
PO-0451,SUP-10,2025-10-04,2025-10-14,2025-10-14,299,82.92,1,24793.08,1,0.0033444816053511705
PO-0452,SUP-14,2025-08-09,2025-08-16,2025-08-16,297,125.25,10,37199.25,1,0.03367003367003367
PO-0453,SUP-14,2025-02-12,2025-02-19,2025-02-21,204,61.17,1,12478.68,0,0.004901960784313725
PO-0454,SUP-04,2025-07-03,2025-07-11,2025-07-11,332,134.98,3,44813.35999999999,1,0.009036144578313253
PO-0455,SUP-10,2025-11-11,2025-11-21,2025-11-24,236,4.14,1,977.04,0,0.00423728813559322
PO-0456,SUP-10,2025-06-26,2025-07-06,2025-07-06,37,102.51,0,3792.8700000000003,1,0.0
PO-0457,SUP-03,2025-11-14,2025-11-25,2025-11-25,126,128.35,1,16172.099999999999,1,0.007936507936507936
PO-0458,SUP-13,2025-10-03,2025-10-24,2025-10-23,331,68.48,7,22666.88,1,0.021148036253776436
PO-0459,SUP-08,2025-02-09,2025-02-14,2025-02-17,346,35.67,4,12341.82,0,0.011560693641618497
PO-0460,SUP-15,2025-09-05,2025-09-23,2025-09-24,119,23.7,5,2820.2999999999997,0,0.04201680672268908
PO-0461,SUP-14,2025-11-02,2025-11-09,2025-11-08,19,17.63,0,334.96999999999997,1,0.0
PO-0462,SUP-02,2025-02-06,2025-02-13,2025-02-11,163,47.81,1,7793.030000000001,1,0.006134969325153374
PO-0463,SUP-09,2025-12-07,2025-12-31,2026-01-01,114,131.32,1,14970.48,0,0.008771929824561403
PO-0464,SUP-06,2025-01-12,2025-02-03,2025-02-02,175,38.04,2,6657.0,1,0.011428571428571429
PO-0465,SUP-04,2025-06-19,2025-06-27,2025-06-28,324,41.26,9,13368.24,0,0.027777777777777776
PO-0466,SUP-10,2025-08-20,2025-08-30,2025-08-30,196,58.51,3,11467.96,1,0.015306122448979591
PO-0467,SUP-01,2025-04-07,2025-04-17,2025-04-17,15,147.75,0,2216.25,1,0.0
PO-0468,SUP-09,2025-11-07,2025-12-01,2025-12-01,274,29.04,7,7956.96,1,0.025547445255474453
PO-0469,SUP-08,2025-04-13,2025-04-18,2025-04-19,191,49.0,4,9359.0,0,0.020942408376963352
PO-0470,SUP-09,2025-10-19,2025-11-12,2025-11-12,169,78.36,3,13242.84,1,0.01775147928994083
PO-0471,SUP-02,2025-10-21,2025-10-28,2025-10-28,283,7.41,3,2097.03,1,0.01060070671378092
PO-0472,SUP-10,2025-01-30,2025-02-09,2025-02-10,84,39.23,0,3295.3199999999997,0,0.0
PO-0473,SUP-11,2025-11-18,2025-11-24,2025-11-25,213,31.03,1,6609.39,0,0.004694835680751174
PO-0474,SUP-02,2025-01-28,2025-02-04,2025-02-04,244,103.41,8,25232.04,1,0.03278688524590164
PO-0475,SUP-02,2025-07-22,2025-07-29,2025-07-29,25,105.64,0,2641.0,1,0.0
PO-0476,SUP-11,2025-09-18,2025-09-24,2025-09-23,290,108.12,1,31354.800000000003,1,0.0034482758620689655
PO-0477,SUP-06,2025-11-29,2025-12-21,2025-12-21,120,132.46,0,15895.2,1,0.0
PO-0478,SUP-15,2025-09-11,2025-09-29,2025-09-30,113,31.78,0,3591.1400000000003,0,0.0
PO-0479,SUP-01,2025-10-11,2025-10-21,2025-10-21,141,106.42,1,15005.22,1,0.0070921985815602835
PO-0480,SUP-12,2025-06-19,2025-07-02,2025-07-02,44,59.8,0,2631.2,1,0.0
PO-0481,SUP-03,2025-01-28,2025-02-08,2025-02-07,198,133.65,4,26462.7,1,0.020202020202020204
PO-0482,SUP-09,2025-03-03,2025-03-27,2025-03-28,210,123.92,4,26023.2,0,0.01904761904761905
PO-0483,SUP-06,2025-02-05,2025-02-27,2025-02-27,37,53.57,1,1982.09,1,0.02702702702702703
PO-0484,SUP-09,2025-07-01,2025-07-25,2025-07-26,48,144.34,0,6928.32,0,0.0
PO-0485,SUP-02,2025-05-11,2025-05-18,2025-05-17,199,81.4,4,16198.6,1,0.020100502512562814
PO-0486,SUP-09,2025-04-24,2025-05-18,2025-05-18,302,33.6,10,10147.2,1,0.033112582781456956
PO-0487,SUP-07,2025-04-26,2025-05-11,2025-05-11,311,38.35,5,11926.85,1,0.01607717041800643
PO-0488,SUP-11,2025-08-10,2025-08-16,2025-08-15,364,107.25,0,39039.0,1,0.0
PO-0489,SUP-11,2025-09-10,2025-09-16,2025-09-16,399,142.52,4,56865.48,1,0.010025062656641603
PO-0490,SUP-08,2025-09-02,2025-09-07,2025-09-07,225,54.64,3,12294.0,1,0.013333333333333334
